chr1	249250621	7659890	6865390
chr2	243199373	4712594	4573383
chr3	198022430	3513482	3432575
chr4	191154276	2489664	2415082
chr5	180915260	3556667	3386648
chr6	171115067	2995683	2812510
chr7	159138663	3622180	3403618
chr8	146364022	2620750	2553046
chr9	141213431	2895904	2691976
chr10	135534747	2446978	2326858
chr11	135006516	3893832	3799369
chr12	133851895	3849420	3647133
chr13	115169878	1186283	1127365
chr14	107349540	2339712	2295539
chr15	102531392	2126915	1996001
chr16	90354753	3045916	2720219
chr17	81195210	4134925	4007285
chr18	78077248	2284073	2225438
chr19	59128983	4305232	4202457
chr20	63025520	2274209	2237067
chr21	48129895	772008	753169
chr22	51304566	1666937	1620784
chrX	155270560	3052632	2913641
chrY	59373566	70921	38787
chrM	16571	14510897	13806107
*	0	0	14227278
