chr1	249250621	1038860	50427
chr2	243199373	834217	137687
chr3	198022430	519858	23636
chr4	191154276	377455	15776
chr5	180915260	511838	24220
chr6	171115067	450900	19689
chr7	159138663	479559	24392
chr8	146364022	386562	18064
chr9	141213431	377274	18269
chr10	135534747	347438	16284
chr11	135006516	601893	44274
chr12	133851895	572150	29951
chr13	115169878	169062	6943
chr14	107349540	366764	16272
chr15	102531392	324546	13382
chr16	90354753	443414	27628
chr17	81195210	523483	29677
chr18	78077248	144730	6425
chr19	59128983	463754	38361
chr20	63025520	262948	13243
chr21	48129895	97066	4680
chr22	51304566	210110	12813
chrX	155270560	345379	15025
chrY	59373566	16202	814
chrM	16571	2612552	66062
*	0	0	464008
