chr1	249250621	524483	25306
chr2	243199373	418239	68545
chr3	198022430	262123	11828
chr4	191154276	189799	7903
chr5	180915260	258340	12084
chr6	171115067	227098	9887
chr7	159138663	244150	12314
chr8	146364022	195200	9095
chr9	141213431	190965	9159
chr10	135534747	175138	8319
chr11	135006516	304459	22268
chr12	133851895	289567	14967
chr13	115169878	85481	3539
chr14	107349540	185442	8228
chr15	102531392	164226	6753
chr16	90354753	224477	13812
chr17	81195210	265049	14755
chr18	78077248	72682	3269
chr19	59128983	235712	19002
chr20	63025520	133691	6608
chr21	48129895	48768	2339
chr22	51304566	106283	6370
chrX	155270560	173525	7468
chrY	59373566	8106	425
chrM	16571	1310931	32988
*	0	0	234624
