chr1	249250621	30983476	1014839
chr2	243199373	20749075	778696
chr3	198022430	15198240	454461
chr4	191154276	10641247	321500
chr5	180915260	15098564	571850
chr6	171115067	13535629	374482
chr7	159138663	15059191	501560
chr8	146364022	11861922	407543
chr9	141213431	12729833	381476
chr10	135534747	10781435	320422
chr11	135006516	18125874	566381
chr12	133851895	18336055	605512
chr13	115169878	4670826	144372
chr14	107349540	10352375	279937
chr15	102531392	9928710	259351
chr16	90354753	13764430	504706
chr17	81195210	18868331	614597
chr18	78077248	9565599	241054
chr19	59128983	20272169	760110
chr20	63025520	10246560	287438
chr21	48129895	3732213	160228
chr22	51304566	7933007	257277
chrX	155270560	12426532	387552
chrY	59373566	459233	15511
chrM	16571	73599680	1237450
*	0	0	7830144
