chr1	249250621	518858	25098
chr2	243199373	353239	31429
chr3	198022430	261593	11792
chr4	191154276	191512	8640
chr5	180915260	241974	11986
chr6	171115067	218993	9200
chr7	159138663	239704	12329
chr8	146364022	194140	9529
chr9	141213431	205615	10126
chr10	135534747	178230	8462
chr11	135006516	306657	17129
chr12	133851895	267446	13304
chr13	115169878	87032	3652
chr14	107349540	175362	7822
chr15	102531392	163730	6923
chr16	90354753	234671	13154
chr17	81195210	261194	14283
chr18	78077248	87846	3620
chr19	59128983	264456	20747
chr20	63025520	131655	6829
chr21	48129895	47376	2830
chr22	51304566	110702	6764
chrX	155270560	177875	7709
chrY	59373566	9335	511
chrM	16571	1206526	36581
*	0	0	265974
