chr1	249250621	461540	23890
chr2	243199373	331192	32452
chr3	198022430	237356	11608
chr4	191154276	166049	7407
chr5	180915260	225372	11703
chr6	171115067	196170	8827
chr7	159138663	219652	11949
chr8	146364022	173449	8940
chr9	141213431	182687	10066
chr10	135534747	163740	8353
chr11	135006516	274044	17276
chr12	133851895	263755	13777
chr13	115169878	75667	3435
chr14	107349540	165995	8093
chr15	102531392	148476	6716
chr16	90354753	210903	13628
chr17	81195210	241995	14294
chr18	78077248	78886	3553
chr19	59128983	239354	20994
chr20	63025520	124972	6886
chr21	48129895	43784	2349
chr22	51304566	101529	6721
chrX	155270560	165400	7578
chrY	59373566	3971	241
chrM	16571	1066345	29408
*	0	0	284836
