chr1	249250621	492247	24015
chr2	243199373	381569	46609
chr3	198022430	253858	11602
chr4	191154276	180380	7520
chr5	180915260	246358	11972
chr6	171115067	211513	8914
chr7	159138663	237236	12237
chr8	146364022	188197	9015
chr9	141213431	188213	9873
chr10	135534747	171369	8222
chr11	135006516	283237	18829
chr12	133851895	287380	14955
chr13	115169878	80853	3269
chr14	107349540	176105	8176
chr15	102531392	160527	6722
chr16	90354753	220466	13819
chr17	81195210	252049	14429
chr18	78077248	75579	3176
chr19	59128983	239986	21020
chr20	63025520	135381	6993
chr21	48129895	47739	2453
chr22	51304566	106880	6972
chrX	155270560	179176	8188
chrY	59373566	7720	374
chrM	16571	1176264	32128
*	0	0	274186
