chr1	249250621	829358	42358
chr2	243199373	677047	92403
chr3	198022430	451234	22072
chr4	191154276	323936	14905
chr5	180915260	426652	20654
chr6	171115067	367368	16769
chr7	159138663	407949	21930
chr8	146364022	317643	16065
chr9	141213431	333232	17311
chr10	135534747	302993	15523
chr11	135006516	501400	33131
chr12	133851895	464193	24816
chr13	115169878	152259	6949
chr14	107349540	296625	13984
chr15	102531392	273048	12513
chr16	90354753	364099	25065
chr17	81195210	420332	25577
chr18	78077248	154851	7157
chr19	59128983	383648	32085
chr20	63025520	214677	11436
chr21	48129895	80861	4201
chr22	51304566	164819	10813
chrX	155270560	297631	13438
chrY	59373566	13650	769
chrM	16571	1944208	49156
*	0	0	455968
