chr1	249250621	30082652	825792
chr2	243199373	20078543	638104
chr3	198022430	15051526	374954
chr4	191154276	10802838	258142
chr5	180915260	14854336	447571
chr6	171115067	13434163	308085
chr7	159138663	14796403	417245
chr8	146364022	11261991	296552
chr9	141213431	12653612	314307
chr10	135534747	10647099	263137
chr11	135006516	18582767	471632
chr12	133851895	17378868	465048
chr13	115169878	4658035	112864
chr14	107349540	10176283	236743
chr15	102531392	9429311	215817
chr16	90354753	13249694	388213
chr17	81195210	19105505	531591
chr18	78077248	9831680	259015
chr19	59128983	20053459	639067
chr20	63025520	9834048	246211
chr21	48129895	3309464	112919
chr22	51304566	7595618	213802
chrX	155270560	12757173	340780
chrY	59373566	231920	5675
chrM	16571	52148878	800210
*	0	0	5692990
