chr1	249250621	540808	24953
chr2	243199373	412590	34779
chr3	198022430	289288	12392
chr4	191154276	202592	7926
chr5	180915260	286441	13008
chr6	171115067	233707	9369
chr7	159138663	264856	12508
chr8	146364022	205140	9288
chr9	141213431	221291	10218
chr10	135534747	191042	8501
chr11	135006516	324824	18073
chr12	133851895	313385	14324
chr13	115169878	97110	3823
chr14	107349540	198570	8192
chr15	102531392	181252	7041
chr16	90354753	246093	13360
chr17	81195210	278214	14207
chr18	78077248	111546	4466
chr19	59128983	273866	20422
chr20	63025520	149759	6944
chr21	48129895	52932	2428
chr22	51304566	115224	6661
chrX	155270560	199543	8032
chrY	59373566	8814	428
chrM	16571	1310716	35907
*	0	0	209976
