chr1	249250621	514373	25158
chr2	243199373	414531	69246
chr3	198022430	257714	11807
chr4	191154276	187668	7876
chr5	180915260	253453	12145
chr6	171115067	223825	9811
chr7	159138663	235450	12087
chr8	146364022	191428	8967
chr9	141213431	186989	9119
chr10	135534747	172301	7969
chr11	135006516	297311	22014
chr12	133851895	282344	14990
chr13	115169878	83579	3405
chr14	107349540	181298	8049
chr15	102531392	160098	6637
chr16	90354753	218508	13824
chr17	81195210	258339	14921
chr18	78077248	72042	3159
chr19	59128983	227989	19361
chr20	63025520	129190	6639
chr21	48129895	48333	2343
chr22	51304566	103808	6442
chrX	155270560	171798	7555
chrY	59373566	8102	390
chrM	16571	1287633	33069
*	0	0	229424
