chr1	249250621	555435	22718
chr2	243199373	346503	23490
chr3	198022430	253771	10270
chr4	191154276	182361	6881
chr5	180915260	248347	11194
chr6	171115067	213083	8200
chr7	159138663	239914	11043
chr8	146364022	191819	8510
chr9	141213431	198797	9146
chr10	135534747	176987	7566
chr11	135006516	310578	16836
chr12	133851895	283022	13439
chr13	115169878	82198	3114
chr14	107349540	186045	7371
chr15	102531392	160297	6053
chr16	90354753	239077	12217
chr17	81195210	261937	13647
chr18	78077248	85059	3316
chr19	59128983	262616	19617
chr20	63025520	137848	6079
chr21	48129895	48585	2304
chr22	51304566	111940	6061
chrX	155270560	169148	6927
chrY	59373566	8415	397
chrM	16571	1437862	41566
*	0	0	199686
