chr1	249250621	454404	23695
chr2	243199373	325683	33271
chr3	198022430	234420	11442
chr4	191154276	164463	7442
chr5	180915260	221587	11662
chr6	171115067	193342	8880
chr7	159138663	216016	12114
chr8	146364022	171383	8989
chr9	141213431	178852	9908
chr10	135534747	161286	8387
chr11	135006516	268698	17187
chr12	133851895	256882	13742
chr13	115169878	74837	3397
chr14	107349540	162834	7893
chr15	102531392	146886	6709
chr16	90354753	206723	13840
chr17	81195210	236499	14185
chr18	78077248	77935	3547
chr19	59128983	231445	21068
chr20	63025520	121606	6964
chr21	48129895	43472	2321
chr22	51304566	97742	6891
chrX	155270560	162772	7652
chrY	59373566	3788	239
chrM	16571	1049928	29233
*	0	0	277054
