chr1	249250621	22281252	2885192
chr2	243199373	16190784	2725485
chr3	198022430	11808509	1592803
chr4	191154276	8425711	1150930
chr5	180915260	11623115	1704665
chr6	171115067	10666424	1284599
chr7	159138663	11824906	1598801
chr8	146364022	9170848	1218666
chr9	141213431	9618713	1198242
chr10	135534747	8247066	1108558
chr11	135006516	12492191	1509404
chr12	133851895	12946629	1786057
chr13	115169878	4092383	571766
chr14	107349540	7445088	880528
chr15	102531392	7118244	837262
chr16	90354753	9648769	1342887
chr17	81195210	13333817	1640913
chr18	78077248	12250943	1180092
chr19	59128983	13526688	1728019
chr20	63025520	7047509	832586
chr21	48129895	3532783	490472
chr22	51304566	5062602	631374
chrX	155270560	8769947	1020205
chrY	59373566	634602	75834
chrM	16571	62450692	3553114
*	0	0	24932282
