chr1	249250621	26359820	2647486
chr2	243199373	17725301	2549345
chr3	198022430	14022712	1557524
chr4	191154276	9679072	1110559
chr5	180915260	12317230	1475251
chr6	171115067	12242955	1238619
chr7	159138663	13648690	1561395
chr8	146364022	9747783	1084886
chr9	141213431	10925567	1114557
chr10	135534747	9745005	1088450
chr11	135006516	14555812	1339791
chr12	133851895	13712843	1591169
chr13	115169878	4651585	558564
chr14	107349540	8094357	794245
chr15	102531392	8047496	804057
chr16	90354753	10615390	1195694
chr17	81195210	14866247	1473730
chr18	78077248	17765178	1190851
chr19	59128983	15071150	1506974
chr20	63025520	7408649	728073
chr21	48129895	3694637	399402
chr22	51304566	5449113	576595
chrX	155270560	10748661	1127276
chrY	59373566	283619	29421
chrM	16571	71629678	2232555
*	0	0	18616608
