chr1	249250621	417299	21338
chr2	243199373	338422	46193
chr3	198022430	226669	11030
chr4	191154276	162042	7326
chr5	180915260	214646	10453
chr6	171115067	184441	8390
chr7	159138663	204751	10924
chr8	146364022	160442	8034
chr9	141213431	167033	8606
chr10	135534747	151993	7835
chr11	135006516	252050	16600
chr12	133851895	233615	12400
chr13	115169878	76846	3460
chr14	107349540	149052	7074
chr15	102531392	137829	6270
chr16	90354753	183730	12469
chr17	81195210	212261	12700
chr18	78077248	77435	3523
chr19	59128983	194046	15908
chr20	63025520	107910	5690
chr21	48129895	40988	2039
chr22	51304566	82921	5409
chrX	155270560	150389	6745
chrY	59373566	7004	410
chrM	16571	971842	24792
*	0	0	230848
