chr1	249250621	30274745	936109
chr2	243199373	20445456	676537
chr3	198022430	14908608	429571
chr4	191154276	10399347	292803
chr5	180915260	15161925	502174
chr6	171115067	13726917	357828
chr7	159138663	15081299	492888
chr8	146364022	11868490	352956
chr9	141213431	12912731	377709
chr10	135534747	10767206	304363
chr11	135006516	18364926	535557
chr12	133851895	18206762	520575
chr13	115169878	4685238	132295
chr14	107349540	10504709	277557
chr15	102531392	9741717	246051
chr16	90354753	13857969	448878
chr17	81195210	19305261	592368
chr18	78077248	10204681	288663
chr19	59128983	20942406	789925
chr20	63025520	10406162	297579
chr21	48129895	3237062	114199
chr22	51304566	8140322	264945
chrX	155270560	12606930	369883
chrY	59373566	455296	14153
chrM	16571	74493830	1392435
*	0	0	5588678
