chr1	249250621	998082	48539
chr2	243199373	773018	93083
chr3	198022430	516742	23284
chr4	191154276	364785	15073
chr5	180915260	499573	23977
chr6	171115067	430147	18103
chr7	159138663	481347	24673
chr8	146364022	383638	18519
chr9	141213431	382967	19603
chr10	135534747	348037	16619
chr11	135006516	576026	37883
chr12	133851895	585511	30158
chr13	115169878	165106	6628
chr14	107349540	359057	16393
chr15	102531392	327070	13538
chr16	90354753	450085	27711
chr17	81195210	513747	29131
chr18	78077248	154039	6459
chr19	59128983	489882	42247
chr20	63025520	274764	13971
chr21	48129895	97161	5012
chr22	51304566	218519	14066
chrX	155270560	363464	16434
chrY	59373566	15790	773
chrM	16571	2408496	65445
*	0	0	562820
