chr1	249250621	32190740	1076675
chr2	243199373	20675451	785650
chr3	198022430	15617412	466454
chr4	191154276	10962022	319133
chr5	180915260	15307629	579282
chr6	171115067	15146457	399688
chr7	159138663	15518989	519728
chr8	146364022	12096742	420613
chr9	141213431	13340754	409007
chr10	135534747	11125726	331706
chr11	135006516	19298486	618082
chr12	133851895	18999157	621103
chr13	115169878	5016923	145997
chr14	107349540	10630769	285779
chr15	102531392	9894334	258553
chr16	90354753	14734700	554277
chr17	81195210	19429814	658507
chr18	78077248	11792763	364513
chr19	59128983	21430227	868231
chr20	63025520	10204771	300133
chr21	48129895	3842566	173573
chr22	51304566	8063951	271211
chrX	155270560	12652618	410634
chrY	59373566	524604	16499
chrM	16571	78678424	1583637
*	0	0	8572496
