chr1	249250621	25218225	1076776
chr2	243199373	14609533	921407
chr3	198022430	11006744	491155
chr4	191154276	7188132	358561
chr5	180915260	10346982	637191
chr6	171115067	9407971	384316
chr7	159138663	11073253	520134
chr8	146364022	8247266	454042
chr9	141213431	9573586	399944
chr10	135534747	7497299	345089
chr11	135006516	13077755	576509
chr12	133851895	12365724	647594
chr13	115169878	3434761	174745
chr14	107349540	7210781	264815
chr15	102531392	6788411	257492
chr16	90354753	10409472	546569
chr17	81195210	13389055	588726
chr18	78077248	14214399	330760
chr19	59128983	15850013	723266
chr20	63025520	7149219	272973
chr21	48129895	3232476	196417
chr22	51304566	5517728	224249
chrX	155270560	8827533	473072
chrY	59373566	210667	10671
chrM	16571	117967940	1759556
*	0	0	16093010
