chr1	249250621	916267	47559
chr2	243199373	658549	65594
chr3	198022430	471800	23049
chr4	191154276	330568	14847
chr5	180915260	446998	23354
chr6	171115067	389572	17706
chr7	159138663	435290	24054
chr8	146364022	344753	17930
chr9	141213431	361782	19970
chr10	135534747	325035	16733
chr11	135006516	542773	34469
chr12	133851895	520714	27514
chr13	115169878	150515	6836
chr14	107349540	328839	15983
chr15	102531392	295415	13417
chr16	90354753	417735	27457
chr17	81195210	478551	28472
chr18	78077248	156832	7098
chr19	59128983	470844	42060
chr20	63025520	246628	13848
chr21	48129895	87247	4669
chr22	51304566	199291	13609
chrX	155270560	328332	15228
chrY	59373566	7758	482
chrM	16571	2139139	58637
*	0	0	561790
