chr1	249250621	26956194	836507
chr2	243199373	18692288	621786
chr3	198022430	13463969	370263
chr4	191154276	9244944	260415
chr5	180915260	14064216	497834
chr6	171115067	12197819	306647
chr7	159138663	14092058	428568
chr8	146364022	10688221	338849
chr9	141213431	12235712	328676
chr10	135534747	9519703	260528
chr11	135006516	17001665	486880
chr12	133851895	16802120	513339
chr13	115169878	4128966	115588
chr14	107349540	9779274	240239
chr15	102531392	9130627	218375
chr16	90354753	13436535	436295
chr17	81195210	17306776	529375
chr18	78077248	10166253	314565
chr19	59128983	20963126	708995
chr20	63025520	9860886	260879
chr21	48129895	3240275	130147
chr22	51304566	8155412	236567
chrX	155270560	11438577	337005
chrY	59373566	467983	15340
chrM	16571	55714091	868922
*	0	0	11621152
