chr1	249250621	505677	24593
chr2	243199373	390749	46680
chr3	198022430	262849	11689
chr4	191154276	184360	7557
chr5	180915260	253196	12013
chr6	171115067	218623	9204
chr7	159138663	244409	12434
chr8	146364022	195376	9507
chr9	141213431	194833	9743
chr10	135534747	176647	8408
chr11	135006516	292704	19058
chr12	133851895	297805	15214
chr13	115169878	84226	3367
chr14	107349540	182920	8220
chr15	102531392	166441	6827
chr16	90354753	229599	13904
chr17	81195210	261645	14709
chr18	78077248	78449	3286
chr19	59128983	249819	21228
chr20	63025520	139313	6975
chr21	48129895	49439	2555
chr22	51304566	111632	7102
chrX	155270560	184206	8253
chrY	59373566	8081	399
chrM	16571	1208046	33290
*	0	0	288712
