chr1	249250621	31643237	1073470
chr2	243199373	19024947	986980
chr3	198022430	14676305	512638
chr4	191154276	10090870	343341
chr5	180915260	13559860	545455
chr6	171115067	12832768	401593
chr7	159138663	14212452	549081
chr8	146364022	10140407	371081
chr9	141213431	12500613	435682
chr10	135534747	10381311	356357
chr11	135006516	17076005	571363
chr12	133851895	15582453	554494
chr13	115169878	4619277	166628
chr14	107349540	9506768	290886
chr15	102531392	8790150	274805
chr16	90354753	12493443	478833
chr17	81195210	18281488	652838
chr18	78077248	11935782	365040
chr19	59128983	18622968	784357
chr20	63025520	8681930	295405
chr21	48129895	3212530	141607
chr22	51304566	6793839	253657
chrX	155270560	12428623	412468
chrY	59373566	497220	20416
chrM	16571	104701532	1844876
*	0	0	6472954
