chr1	249250621	477002	22537
chr2	243199373	354223	47726
chr3	198022430	232281	10862
chr4	191154276	171920	7446
chr5	180915260	226696	10864
chr6	171115067	193533	8304
chr7	159138663	211999	10977
chr8	146364022	174396	8382
chr9	141213431	174539	8802
chr10	135534747	157658	7784
chr11	135006516	268985	18620
chr12	133851895	249255	12572
chr13	115169878	77217	3251
chr14	107349540	159379	7295
chr15	102531392	148649	6481
chr16	90354753	196605	12761
chr17	81195210	224990	12996
chr18	78077248	68916	3011
chr19	59128983	199107	17127
chr20	63025520	116196	6161
chr21	48129895	41911	1973
chr22	51304566	90108	5724
chrX	155270560	153127	6873
chrY	59373566	7468	387
chrM	16571	1344347	37423
*	0	0	268052
