#chrom	start	end	size	num_data	min	max	mean	median	sum
chr12	1940100	1940691	591	591	115.00	244.00	168.57	169.00	99626.00
chr1	27480473	27481381	908	908	8.00	134.00	74.65	77.00	67778.00
chr15	63112684	63112809	125	125	659.00	919.00	812.76	815.00	101595.00
chr5	149231737	149232254	517	517	5.00	36.00	19.39	18.00	10027.00
chr5	140865429	140867182	1753	1753	12.00	131.00	51.82	48.00	90839.00
chr1	32209793	32209958	165	165	408.00	834.00	651.33	709.00	107469.00
chr16	87873307	87873431	124	124	428.00	584.00	493.55	488.50	61200.00
chr17	34157438	34158175	737	737	0.00	43.00	12.93	14.00	9529.00
chr2	127815619	127816088	469	469	12.00	124.00	87.60	92.00	41085.00
chr1	208212965	208213112	147	147	122.00	259.00	197.48	198.00	29030.00
chr22	19703883	19704666	783	783	5.00	55.00	20.34	17.00	15924.00
chr16	87872319	87872423	104	104	372.00	509.00	431.19	427.50	44844.00
chr9	140055740	140055868	128	128	2019.00	2648.00	2409.79	2421.00	308453.00
chr22	21096515	21096643	128	128	867.00	1003.00	952.23	960.00	121885.00
chr9	140056321	140056540	219	219	0.00	3071.00	1920.57	2264.00	420604.00
chr11	78379981	78380253	272	272	30.00	118.00	70.95	66.00	19298.00
chr3	11070420	11070533	113	113	845.00	1138.00	1017.87	1036.00	115019.00
chr1	109812554	109813222	668	668	15.00	1476.00	672.07	958.50	448942.00
chr2	220161954	220162155	201	201	1665.00	2532.00	2178.11	2235.00	437800.00
chr15	74706887	74707086	199	199	351.00	504.00	430.35	428.00	85639.00
chr17	7318829	7319426	597	597	570.00	985.00	731.75	727.00	436857.00
chr1	21560050	21560154	104	104	132.00	204.00	160.14	154.00	16655.00
chr1	25573799	25573952	153	153	18.00	705.00	387.05	476.00	59218.00
chr14	93198993	93199160	167	167	289.00	403.00	359.41	364.00	60022.00
chr1	205554003	205554119	116	116	544.00	662.00	604.14	602.00	70080.00
chr1	9795005	9795232	227	227	2558.00	4302.00	3411.88	3584.00	774497.00
chr17	42426525	42426670	145	145	186.00	373.00	281.35	284.00	40796.00
chr18	70205887	70206179	292	292	0.00	202.00	58.96	0.00	17216.00
chr1	205553082	205553251	169	169	641.00	912.00	762.51	764.00	128864.00
chr9	140056623	140056766	143	143	2.00	2769.00	1997.03	2302.00	285575.00
chr6	33412147	33412394	247	247	0.00	1528.00	803.40	859.00	198439.00
chr12	89992366	89992547	181	181	12.00	1873.00	1464.14	1700.00	265010.00
chr2	220088827	220089576	749	749	256.00	700.00	438.16	400.00	328181.00
chr14	100763073	100765222	2149	2149	24.00	392.00	82.60	78.00	177505.00
chr1	110740697	110742543	1846	1846	30.00	1515.00	910.22	932.50	1680267.00
chr1	149878201	149879758	1557	1557	0.00	1861.00	495.32	29.00	771212.00
chr3	197264139	197265259	1120	1120	0.00	35.00	8.65	6.00	9687.00
chr8	56449623	56450530	907	907	5.00	83.00	42.10	37.00	38189.00
chr9	139354208	139354326	118	118	156.00	255.00	211.75	214.00	24986.00
chr1	32204908	32205236	328	328	1394.00	1999.00	1665.91	1651.50	546420.00
chr7	75608768	75608897	129	129	289.00	479.00	398.07	416.00	51351.00
chr19	45161029	45161178	149	149	91.00	209.00	151.15	151.00	22521.00
chr19	5243911	5244493	582	582	149.00	377.00	230.20	215.50	133978.00
chr6	32119585	32119717	132	132	14.00	1454.00	640.44	617.50	84538.00
chr3	42670878	42672067	1189	1189	0.00	98.00	20.17	13.00	23986.00
chr11	45892392	45892485	93	93	506.00	627.00	575.53	579.00	53524.00
chr17	80040789	80040991	202	202	1133.00	1699.00	1393.13	1395.50	281413.00
chr2	74902875	74903036	161	161	138.00	199.00	177.80	182.00	28625.00
chr17	38335969	38337946	1977	1977	0.00	397.00	30.16	15.00	59624.00
chr16	87870103	87870253	150	150	513.00	672.00	588.25	590.50	88237.00
chr1	32205947	32206142	195	195	1054.00	1808.00	1459.61	1467.00	284623.00
chr6	44117553	44117702	149	149	3.00	737.00	466.74	643.00	69545.00
chr1	159163659	159163830	171	171	1931.00	2776.00	2384.38	2375.00	407729.00
chr3	445565	446023	458	458	0.00	41.00	18.26	19.00	8363.00
chr2	25048913	25048995	82	82	412.00	524.00	454.73	449.50	37288.00
chr10	99504485	99504672	187	187	186.00	307.00	254.81	260.00	47649.00
chr4	54364807	54365010	203	203	217.00	349.00	287.17	289.00	58296.00
chr17	1634367	1634552	185	185	63.00	103.00	85.75	87.00	15864.00
chr7	72416124	72416247	123	123	315.00	472.00	382.76	365.00	47079.00
chr1	208212169	208212329	160	160	164.00	231.00	196.91	196.00	31506.00
chr9	140952500	140952702	202	202	36.00	90.00	61.23	62.00	12368.00
